歌曲id,曲名,分类,难度标签,定数,类别
11260,ネガティブ進化論,niconico & VOCALOID,12+,12.7,DX
11261,雨とペトラ,niconico & VOCALOID,3,3.0,DX
11261,雨とペトラ,niconico & VOCALOID,7,7.2,DX
11261,雨とペトラ,niconico & VOCALOID,9,9.0,DX
11261,雨とペトラ,niconico & VOCALOID,12,12.4,DX
11262,永遠にゲームで対戦したいキリタン,niconico & VOCALOID,2,2.0,DX
11262,永遠にゲームで対戦したいキリタン,niconico & VOCALOID,6,6.5,DX
11262,永遠にゲームで対戦したいキリタン,niconico & VOCALOID,9,9.2,DX
11262,永遠にゲームで対戦したいキリタン,niconico & VOCALOID,12+,12.8,DX
11263,KING,niconico & VOCALOID,3,3.0,DX
11263,KING,niconico & VOCALOID,6,6.8,DX
11263,KING,niconico & VOCALOID,9+,9.7,DX
11263,KING,niconico & VOCALOID,13,13.0,DX
11264,幽霊東京,niconico & VOCALOID,1,1.0,DX
11264,幽霊東京,niconico & VOCALOID,6,6.5,DX
11264,幽霊東京,niconico & VOCALOID,8+,8.7,DX
11264,幽霊東京,niconico & VOCALOID,12,12.5,DX
11265,Alice in 冷凍庫,niconico & VOCALOID,3,3.0,DX
11265,Alice in 冷凍庫,niconico & VOCALOID,6,6.5,DX
11265,Alice in 冷凍庫,niconico & VOCALOID,9+,9.8,DX
11265,Alice in 冷凍庫,niconico & VOCALOID,12+,12.8,DX
11266,キラメキ居残り大戦争,其他游戏,4,4.0,DX
11266,キラメキ居残り大戦争,其他游戏,7,7.5,DX
11266,キラメキ居残り大戦争,其他游戏,10+,10.8,DX
11266,キラメキ居残り大戦争,其他游戏,13,13.2,DX
11267,ディカディズム,niconico & VOCALOID,2,2.0,DX
11267,ディカディズム,niconico & VOCALOID,7,7.0,DX
11267,ディカディズム,niconico & VOCALOID,9+,9.8,DX
11267,ディカディズム,niconico & VOCALOID,13,13.1,DX
11268,猫猫的宇宙論,niconico & VOCALOID,3,3.0,DX
11268,猫猫的宇宙論,niconico & VOCALOID,6,6.2,DX
11268,猫猫的宇宙論,niconico & VOCALOID,9,9.5,DX
11268,猫猫的宇宙論,niconico & VOCALOID,12+,12.7,DX
11269,ラットが死んだnew words,niconico & VOCALOID,2,2.0,DX
11269,ラットが死んだnew words,niconico & VOCALOID,7,7.0,DX
11269,ラットが死んだnew words,niconico & VOCALOID,9+,9.8,DX
11269,ラットが死んだnew words,niconico & VOCALOID,12+,12.8,DX
11270,阿吽のビーツ,niconico & VOCALOID,1,1.0,DX
11270,阿吽のビーツ,niconico & VOCALOID,6,6.0,DX
11270,阿吽のビーツ,niconico & VOCALOID,10,10.0,DX
11270,阿吽のビーツ,niconico & VOCALOID,12+,12.8,DX
11271,再会,niconico & VOCALOID,1,1.0,DX
11271,再会,niconico & VOCALOID,6,6.2,DX
11271,再会,niconico & VOCALOID,8+,8.8,DX
11271,再会,niconico & VOCALOID,12,12.2,DX
11272,約束,niconico & VOCALOID,1,1.0,DX
11272,約束,niconico & VOCALOID,6,6.0,DX
11272,約束,niconico & VOCALOID,8,8.2,DX
11272,約束,niconico & VOCALOID,12,12.0,DX
11273,トラフィック・ジャム,niconico & VOCALOID,2,2.0,DX
11273,トラフィック・ジャム,niconico & VOCALOID,6,6.5,DX
11273,トラフィック・ジャム,niconico & VOCALOID,9+,9.8,DX
11273,トラフィック・ジャム,niconico & VOCALOID,12+,12.8,DX
11274,アルティメットセンパイ,niconico & VOCALOID,2,2.0,DX
11274,アルティメットセンパイ,niconico & VOCALOID,6,6.8,DX
11274,アルティメットセンパイ,niconico & VOCALOID,9,9.0,DX
11274,アルティメットセンパイ,niconico & VOCALOID,13,13.1,DX
11275,ロストワードクロニカル,东方Project,4,4.0,DX
11275,ロストワードクロニカル,东方Project,7,7.0,DX
11275,ロストワードクロニカル,东方Project,10,10.0,DX
11275,ロストワードクロニカル,东方Project,13,13.4,DX
11276,今、誰が為のかがり火へ,东方Project,3,3.0,DX
11276,今、誰が為のかがり火へ,东方Project,6,6.5,DX
11276,今、誰が為のかがり火へ,东方Project,8+,8.8,DX
11276,今、誰が為のかがり火へ,东方Project,12,12.4,DX
11277,Melody！,东方Project,3,3.0,DX
11277,Melody！,东方Project,6,6.5,DX
11277,Melody！,东方Project,9+,9.8,DX
11277,Melody！,东方Project,12,12.2,DX
11278,下克上々,东方Project,3,3.0,DX
11278,下克上々,东方Project,6,6.8,DX
11278,下克上々,东方Project,10,10.2,DX
11278,下克上々,东方Project,13,13.0,DX
11279,ハウリング,东方Project,3,3.0,DX
11279,ハウリング,东方Project,7,7.2,DX
11279,ハウリング,东方Project,9+,9.8,DX
11279,ハウリング,东方Project,13,13.1,DX
11280,トランスダンスアナーキー,东方Project,4,4.0,DX
11280,トランスダンスアナーキー,东方Project,7+,7.7,DX
11280,トランスダンスアナーキー,东方Project,10+,10.8,DX
11280,トランスダンスアナーキー,东方Project,13,13.5,DX
11281,Re：End of a Dream,其他游戏,6,6.0,DX
11281,Re：End of a Dream,其他游戏,8,8.0,DX
11281,Re：End of a Dream,其他游戏,12,12.0,DX
11281,Re：End of a Dream,其他游戏,14,14.4,DX
11282,もぺもぺ,其他游戏,3,3.0,DX
11282,もぺもぺ,其他游戏,8,8.0,DX
11282,もぺもぺ,其他游戏,12+,12.8,DX
11282,もぺもぺ,其他游戏,13+,13.9,DX
11283,Sound Chimera,其他游戏,4,4.0,DX
11283,Sound Chimera,其他游戏,8,8.2,DX
11283,Sound Chimera,其他游戏,12,12.5,DX
11283,Sound Chimera,其他游戏,13+,13.9,DX
11284,CO5M1C R4ILR0AD,其他游戏,4,4.0,DX
11284,CO5M1C R4ILR0AD,其他游戏,8,8.2,DX
11284,CO5M1C R4ILR0AD,其他游戏,11+,11.8,DX
11284,CO5M1C R4ILR0AD,其他游戏,14,14.4,DX
11285,MAKE IT FUNKY NOW,其他游戏,4,4.0,DX
11285,MAKE IT FUNKY NOW,其他游戏,7+,7.7,DX
11285,MAKE IT FUNKY NOW,其他游戏,11+,11.7,DX
11285,MAKE IT FUNKY NOW,其他游戏,13+,13.7,DX
11286,Rush-More,其他游戏,3,3.0,DX
11286,Rush-More,其他游戏,7+,7.8,DX
11286,Rush-More,其他游戏,10+,10.7,DX
11286,Rush-More,其他游戏,13,13.5,DX
11287,Strange Bar,其他游戏,2,2.0,DX
11287,Strange Bar,其他游戏,7+,7.9,DX
11287,Strange Bar,其他游戏,10+,10.7,DX
11287,Strange Bar,其他游戏,13+,13.9,DX
11288,Big Daddy,其他游戏,4,4.0,DX
11288,Big Daddy,其他游戏,8+,8.8,DX
11288,Big Daddy,其他游戏,12,12.0,DX
11288,Big Daddy,其他游戏,13+,13.8,DX
11289,ベースラインやってる？笑,其他游戏,2,2.0,DX
11289,ベースラインやってる？笑,其他游戏,7+,7.7,DX
11289,ベースラインやってる？笑,其他游戏,11,11.0,DX
11289,ベースラインやってる？笑,其他游戏,13,13.4,DX
11290,ALiVE,其他游戏,3,3.0,DX
11290,ALiVE,其他游戏,7+,7.8,DX
11290,ALiVE,其他游戏,11,11.0,DX
11290,ALiVE,其他游戏,13,13.2,DX
11291,ヒミツCULT,其他游戏,3,3.0,DX
11291,ヒミツCULT,其他游戏,8,8.2,DX
11291,ヒミツCULT,其他游戏,11,11.5,DX
11291,ヒミツCULT,其他游戏,13+,13.7,DX
11292,MEGATON KICK,其他游戏,5,5.0,DX
11292,MEGATON KICK,其他游戏,8+,8.7,DX
11292,MEGATON KICK,其他游戏,11+,11.8,DX
11292,MEGATON KICK,其他游戏,13+,13.9,DX
11293,LOSE CONTROL,其他游戏,3,3.0,DX
11293,LOSE CONTROL,其他游戏,7+,7.8,DX
11293,LOSE CONTROL,其他游戏,12,12.4,DX
11293,LOSE CONTROL,其他游戏,13+,13.7,DX
11294,宿星審判,音击&中二节奏,4,4.0,DX
11294,宿星審判,音击&中二节奏,8,8.2,DX
11294,宿星審判,音击&中二节奏,12,12.2,DX
11294,宿星審判,音击&中二节奏,14,14.3,DX
11295,脳天直撃,音击&中二节奏,5,5.0,DX
11295,脳天直撃,音击&中二节奏,8+,8.8,DX
11295,脳天直撃,音击&中二节奏,12+,12.9,DX
11295,脳天直撃,音击&中二节奏,14+,14.6,DX
11296,とびだせ！TO THE COSMIC!!,舞萌,4,4.0,DX
11296,とびだせ！TO THE COSMIC!!,舞萌,8,8.2,DX
11296,とびだせ！TO THE COSMIC!!,舞萌,12,12.5,DX
11296,とびだせ！TO THE COSMIC!!,舞萌,13+,13.7,DX
11297,噛み係,舞萌,2,2.0,DX
11297,噛み係,舞萌,7+,7.8,DX
11297,噛み係,舞萌,10+,10.8,DX
11297,噛み係,舞萌,13,13.5,DX
11298,トリアージ,舞萌,2,2.0,DX
11298,トリアージ,舞萌,7+,7.8,DX
11298,トリアージ,舞萌,10,10.0,DX
11298,トリアージ,舞萌,13,13.1,DX
11299,NAGAREBOSHI☆ROCKET,舞萌,6,6.0,DX
11299,NAGAREBOSHI☆ROCKET,舞萌,8,8.5,DX
11299,NAGAREBOSHI☆ROCKET,舞萌,12,12.0,DX
11299,NAGAREBOSHI☆ROCKET,舞萌,14,14.1,DX
11300,U&iVERSE -銀河鸞翔-,舞萌,5,5.0,DX
11300,U&iVERSE -銀河鸞翔-,舞萌,9,9.0,DX
11300,U&iVERSE -銀河鸞翔-,舞萌,12,12.1,DX
11300,U&iVERSE -銀河鸞翔-,舞萌,14,14.3,DX
11301,華の集落、秋のお届け,舞萌,3,3.0,DX
11301,華の集落、秋のお届け,舞萌,7+,7.9,DX
11301,華の集落、秋のお届け,舞萌,11+,11.8,DX
11301,華の集落、秋のお届け,舞萌,13+,13.9,DX
11302,BLACK SWAN,舞萌,6,6.0,DX
11302,BLACK SWAN,舞萌,8,8.5,DX
11302,BLACK SWAN,舞萌,12+,12.7,DX
11302,BLACK SWAN,舞萌,14+,14.6,DX
11303,星詠みとデスペラード,舞萌,5,5.0,DX
11303,星詠みとデスペラード,舞萌,7+,7.8,DX
11303,星詠みとデスペラード,舞萌,11+,11.8,DX
11303,星詠みとデスペラード,舞萌,14,14.0,DX
11304,Round Round Spinning Around,舞萌,4,4.0,DX
11304,Round Round Spinning Around,舞萌,8,8.2,DX
11304,Round Round Spinning Around,舞萌,10,10.0,DX
11304,Round Round Spinning Around,舞萌,13,13.3,DX
11305,Alcyone,舞萌,4,4.0,DX
11305,Alcyone,舞萌,7+,7.8,DX
11305,Alcyone,舞萌,12,12.0,DX
11305,Alcyone,舞萌,14,14.0,DX
11306,Raven Emperor,舞萌,5,5.0,DX
11306,Raven Emperor,舞萌,8,8.5,DX
11306,Raven Emperor,舞萌,12,12.0,DX
11306,Raven Emperor,舞萌,14,14.5,DX
11307,Yorugao,舞萌,5,5.0,DX
11307,Yorugao,舞萌,8,8.0,DX
11307,Yorugao,舞萌,12,12.2,DX
11307,Yorugao,舞萌,14+,14.6,DX
11308,ヨミビトシラズ,舞萌,4,4.0,DX
11308,ヨミビトシラズ,舞萌,7+,7.8,DX
11308,ヨミビトシラズ,舞萌,12,12.5,DX
11308,ヨミビトシラズ,舞萌,13+,13.7,DX
11309,前衛的Landscape,舞萌,4,4.0,DX
11309,前衛的Landscape,舞萌,8,8.0,DX
11309,前衛的Landscape,舞萌,11,11.4,DX
11309,前衛的Landscape,舞萌,13+,13.8,DX
11310,Trick tear,舞萌,5,5.0,DX
11310,Trick tear,舞萌,8+,8.8,DX
11310,Trick tear,舞萌,12,12.5,DX
11310,Trick tear,舞萌,14,14.4,DX
11311,躯樹の墓守,舞萌,6,6.0,DX
11311,躯樹の墓守,舞萌,9+,9.8,DX
11311,躯樹の墓守,舞萌,13,13.0,DX
11311,躯樹の墓守,舞萌,14+,14.9,DX
11312,ぱくぱく☆がーる,音击&中二节奏,4,4.0,DX
11312,ぱくぱく☆がーる,音击&中二节奏,7,7.0,DX
11312,ぱくぱく☆がーる,音击&中二节奏,10,10.2,DX
11312,ぱくぱく☆がーる,音击&中二节奏,13,13.1,DX
11313,No Limit RED Force,音击&中二节奏,2,2.0,DX
11313,No Limit RED Force,音击&中二节奏,7,7.0,DX
11313,No Limit RED Force,音击&中二节奏,9+,9.7,DX
11313,No Limit RED Force,音击&中二节奏,12+,12.7,DX
11314,LiftOff,音击&中二节奏,4,4.0,DX
11314,LiftOff,音击&中二节奏,8,8.5,DX
11314,LiftOff,音击&中二节奏,11+,11.7,DX
11314,LiftOff,音击&中二节奏,13+,13.9,DX
11315,Falsum Atlantis.,音击&中二节奏,4,4.0,DX
11315,Falsum Atlantis.,音击&中二节奏,8,8.0,DX
11315,Falsum Atlantis.,音击&中二节奏,12+,12.6,DX
11315,Falsum Atlantis.,音击&中二节奏,14,14.5,DX
11316,We Are Us,音击&中二节奏,3,3.0,DX
11316,We Are Us,音击&中二节奏,6,6.8,DX
11316,We Are Us,音击&中二节奏,10,10.0,DX
11316,We Are Us,音击&中二节奏,13,13.5,DX
11317,Limits,音击&中二节奏,3,3.0,DX
11317,Limits,音击&中二节奏,6,6.5,DX
11317,Limits,音击&中二节奏,10,10.5,DX
11317,Limits,音击&中二节奏,13,13.5,DX
11318,スピカの天秤,音击&中二节奏,5,5.0,DX
11318,スピカの天秤,音击&中二节奏,8+,8.8,DX
11318,スピカの天秤,音击&中二节奏,13,13.1,DX
11318,スピカの天秤,音击&中二节奏,14,14.4,DX
11319,ハードコア・シンドローム,音击&中二节奏,5,5.0,DX
11319,ハードコア・シンドローム,音击&中二节奏,8,8.0,DX
11319,ハードコア・シンドローム,音击&中二节奏,12,12.5,DX
11319,ハードコア・シンドローム,音击&中二节奏,13+,13.9,DX
11325,テレキャスタービーボーイ,niconico & VOCALOID,2,2.0,DX
11325,テレキャスタービーボーイ,niconico & VOCALOID,7,7.2,DX
11325,テレキャスタービーボーイ,niconico & VOCALOID,9+,9.8,DX
11325,テレキャスタービーボーイ,niconico & VOCALOID,11+,11.8,DX
11325,テレキャスタービーボーイ,niconico & VOCALOID,12+,12.8,DX
11327,僕は空気が嫁ない,niconico & VOCALOID,2,2.0,DX
11327,僕は空気が嫁ない,niconico & VOCALOID,7,7.2,DX
11327,僕は空気が嫁ない,niconico & VOCALOID,10,10.0,DX
11327,僕は空気が嫁ない,niconico & VOCALOID,13,13.2,DX
11328,デッドマンズバラッド,niconico & VOCALOID,5,5.0,DX
11328,デッドマンズバラッド,niconico & VOCALOID,8,8.5,DX
11328,デッドマンズバラッド,niconico & VOCALOID,12,12.5,DX
11328,デッドマンズバラッド,niconico & VOCALOID,14,14.2,DX
11330,竹,其他游戏,5,5.0,DX
11330,竹,其他游戏,8+,8.7,DX
11330,竹,其他游戏,12,12.0,DX
11330,竹,其他游戏,14,14.2,DX
11331,スーパーシンメトリー,其他游戏,5,5.0,DX
11331,スーパーシンメトリー,其他游戏,8,8.5,DX
11331,スーパーシンメトリー,其他游戏,12,12.0,DX
11331,スーパーシンメトリー,其他游戏,13+,13.9,DX
11333,Southern Cross,其他游戏,3,3.0,DX
11333,Southern Cross,其他游戏,7,7.5,DX
11333,Southern Cross,其他游戏,10+,10.7,DX
11333,Southern Cross,其他游戏,13,13.2,DX
11333,Southern Cross,其他游戏,13+,13.9,DX
11334,Upshift,其他游戏,2,2.0,DX
11334,Upshift,其他游戏,8,8.2,DX
11334,Upshift,其他游戏,11,11.0,DX
11334,Upshift,其他游戏,13+,13.9,DX
11335,MOBILYS,其他游戏,2,2.0,DX
11335,MOBILYS,其他游戏,7+,7.8,DX
11335,MOBILYS,其他游戏,10,10.0,DX
11335,MOBILYS,其他游戏,13,13.1,DX
11336,ドラゴンエネルギー,流行&动漫,2,2.0,DX
11336,ドラゴンエネルギー,流行&动漫,6,6.7,DX
11336,ドラゴンエネルギー,流行&动漫,9+,9.8,DX
11336,ドラゴンエネルギー,流行&动漫,12,12.5,DX
11337,セカイはまだ始まってすらいない,niconico & VOCALOID,2,2.0,DX
11337,セカイはまだ始まってすらいない,niconico & VOCALOID,6,6.0,DX
11337,セカイはまだ始まってすらいない,niconico & VOCALOID,8+,8.7,DX
11337,セカイはまだ始まってすらいない,niconico & VOCALOID,12+,12.7,DX
11340,Sweets Time,东方Project,2,2.0,DX
11340,Sweets Time,东方Project,6,6.5,DX
11340,Sweets Time,东方Project,10,10.0,DX
11340,Sweets Time,东方Project,13,13.0,DX
11341,紅星ミゼラブル～廃憶編,东方Project,3,3.0,DX
11341,紅星ミゼラブル～廃憶編,东方Project,6,6.5,DX
11341,紅星ミゼラブル～廃憶編,东方Project,10,10.0,DX
11341,紅星ミゼラブル～廃憶編,东方Project,13,13.2,DX
11342,幻想に咲いた花,东方Project,3,3.0,DX
11342,幻想に咲いた花,东方Project,7,7.0,DX
11342,幻想に咲いた花,东方Project,9+,9.7,DX
11342,幻想に咲いた花,东方Project,13,13.1,DX
11342,幻想に咲いた花,东方Project,13+,13.8,DX
11343,マツヨイナイトバグ,东方Project,3,3.0,DX
11343,マツヨイナイトバグ,东方Project,7+,7.8,DX
11343,マツヨイナイトバグ,东方Project,10+,10.7,DX
11343,マツヨイナイトバグ,东方Project,13+,13.9,DX
11343,マツヨイナイトバグ,东方Project,14,14.3,DX
11344,ポッピンキャンディ☆フィーバー！,niconico & VOCALOID,2,2.0,DX
11344,ポッピンキャンディ☆フィーバー！,niconico & VOCALOID,7+,7.7,DX
11344,ポッピンキャンディ☆フィーバー！,niconico & VOCALOID,10,10.0,DX
11344,ポッピンキャンディ☆フィーバー！,niconico & VOCALOID,12+,12.9,DX
11345,どぅーまいべすと！,niconico & VOCALOID,2,2.0,DX
11345,どぅーまいべすと！,niconico & VOCALOID,6,6.5,DX
11345,どぅーまいべすと！,niconico & VOCALOID,9+,9.8,DX
11345,どぅーまいべすと！,niconico & VOCALOID,12,12.4,DX
11346,春を告げる,流行&动漫,1,1.0,DX
11346,春を告げる,流行&动漫,6,6.0,DX
11346,春を告げる,流行&动漫,9+,9.8,DX
11346,春を告げる,流行&动漫,12+,12.9,DX
11349,失敗作少女,niconico & VOCALOID,3,3.0,DX
11349,失敗作少女,niconico & VOCALOID,7,7.5,DX
11349,失敗作少女,niconico & VOCALOID,10,10.2,DX
11349,失敗作少女,niconico & VOCALOID,13,13.1,DX
11350,悪魔の踊り方,niconico & VOCALOID,2,2.0,DX
11350,悪魔の踊り方,niconico & VOCALOID,6,6.7,DX
11350,悪魔の踊り方,niconico & VOCALOID,9+,9.8,DX
11350,悪魔の踊り方,niconico & VOCALOID,13,13.2,DX
11351,ノイローゼ,niconico & VOCALOID,3,3.0,DX
11351,ノイローゼ,niconico & VOCALOID,7+,7.7,DX
11351,ノイローゼ,niconico & VOCALOID,10,10.0,DX
11351,ノイローゼ,niconico & VOCALOID,13,13.0,DX
11353,グッバイ宣言,niconico & VOCALOID,2,2.0,DX
11353,グッバイ宣言,niconico & VOCALOID,7,7.2,DX
11353,グッバイ宣言,niconico & VOCALOID,9+,9.8,DX
11353,グッバイ宣言,niconico & VOCALOID,12+,12.8,DX
11354,春嵐,niconico & VOCALOID,3,3.0,DX
11354,春嵐,niconico & VOCALOID,6,6.2,DX
11354,春嵐,niconico & VOCALOID,10,10.2,DX
11354,春嵐,niconico & VOCALOID,13,13.4,DX
11355,ラグトレイン,niconico & VOCALOID,2,2.0,DX
11355,ラグトレイン,niconico & VOCALOID,6,6.5,DX
11355,ラグトレイン,niconico & VOCALOID,9+,9.8,DX
11355,ラグトレイン,niconico & VOCALOID,13,13.2,DX
11358,インドア系ならトラックメイカー,流行&动漫,2,2.0,DX
11358,インドア系ならトラックメイカー,流行&动漫,7+,7.9,DX
11358,インドア系ならトラックメイカー,流行&动漫,10,10.5,DX
11358,インドア系ならトラックメイカー,流行&动漫,13,13.4,DX
11359,アカツキアライヴァル,niconico & VOCALOID,2,2.0,DX
11359,アカツキアライヴァル,niconico & VOCALOID,6,6.0,DX
11359,アカツキアライヴァル,niconico & VOCALOID,10,10.0,DX
11359,アカツキアライヴァル,niconico & VOCALOID,13,13.0,DX
11360,リモコン,niconico & VOCALOID,3,3.0,DX
11360,リモコン,niconico & VOCALOID,6,6.8,DX
11360,リモコン,niconico & VOCALOID,9,9.5,DX
11360,リモコン,niconico & VOCALOID,13,13.2,DX
11361,on the rocks,niconico & VOCALOID,1,1.0,DX
11361,on the rocks,niconico & VOCALOID,6,6.2,DX
11361,on the rocks,niconico & VOCALOID,8+,8.8,DX
11361,on the rocks,niconico & VOCALOID,12+,12.8,DX
11362,響け！CHIREI MY WAY!,东方Project,2,2.0,DX
11362,響け！CHIREI MY WAY!,东方Project,7,7.0,DX
11362,響け！CHIREI MY WAY!,东方Project,9,9.5,DX
11362,響け！CHIREI MY WAY!,东方Project,12+,12.7,DX
11363,神々が恋した幻想郷,东方Project,2,2.0,DX
11363,神々が恋した幻想郷,东方Project,7,7.0,DX
11363,神々が恋した幻想郷,东方Project,10+,10.8,DX
11363,神々が恋した幻想郷,东方Project,13,13.5,DX
11364,Lia=Fail,舞萌,5,5.0,DX
11364,Lia=Fail,舞萌,9,9.0,DX
11364,Lia=Fail,舞萌,12+,12.8,DX
11364,Lia=Fail,舞萌,14+,14.7,DX
11365,アンビバレンス,舞萌,4,4.0,DX
11365,アンビバレンス,舞萌,7,7.5,DX
11365,アンビバレンス,舞萌,10+,10.7,DX
11365,アンビバレンス,舞萌,13,13.0,DX
11369,廻廻奇譚,流行&动漫,4,4.0,DX
11369,廻廻奇譚,流行&动漫,7,7.5,DX
11369,廻廻奇譚,流行&动漫,9+,9.8,DX
11369,廻廻奇譚,流行&动漫,11+,11.8,DX
11369,廻廻奇譚,流行&动漫,13,13.5,DX
11371,アイドル新鋭隊,niconico & VOCALOID,2,2.0,DX
11371,アイドル新鋭隊,niconico & VOCALOID,7,7.4,DX
11371,アイドル新鋭隊,niconico & VOCALOID,9+,9.7,DX
11371,アイドル新鋭隊,niconico & VOCALOID,12,12.1,DX
11372,needLe,niconico & VOCALOID,2,2.0,DX
11372,needLe,niconico & VOCALOID,7+,7.7,DX
11372,needLe,niconico & VOCALOID,9+,9.8,DX
11372,needLe,niconico & VOCALOID,12+,12.8,DX
11373,ヒステリックナイトガール,其他游戏,3,3.0,DX
11373,ヒステリックナイトガール,其他游戏,7,7.0,DX
11373,ヒステリックナイトガール,其他游戏,9+,9.8,DX
11373,ヒステリックナイトガール,其他游戏,12+,12.8,DX
11374,GIGANTØMAKHIA,舞萌,6,6.0,DX
11374,GIGANTØMAKHIA,舞萌,8,8.2,DX
11374,GIGANTØMAKHIA,舞萌,13,13.0,DX
11374,GIGANTØMAKHIA,舞萌,14+,14.7,DX
11375,ミルキースター・シューティングスター,舞萌,3,3.0,DX
11375,ミルキースター・シューティングスター,舞萌,7+,7.8,DX
11375,ミルキースター・シューティングスター,舞萌,10+,10.7,DX
11375,ミルキースター・シューティングスター,舞萌,12+,12.9,DX
11376,ｉｓｏｐｈｏｔｅ,舞萌,3,3.0,DX
11376,ｉｓｏｐｈｏｔｅ,舞萌,7,7.2,DX
11376,ｉｓｏｐｈｏｔｅ,舞萌,10,10.0,DX
11376,ｉｓｏｐｈｏｔｅ,舞萌,13,13.0,DX
11377,パラマウント☆ショータイム！！,舞萌,5,5.0,DX
11377,パラマウント☆ショータイム！！,舞萌,8,8.0,DX
11377,パラマウント☆ショータイム！！,舞萌,11+,11.7,DX
